,Year,Amount,Use Chip,Errors?,Is Fraud?
11290,2004,$173.39,Swipe Transaction,N/A,No
11291,2004,$136.37,Swipe Transaction,N/A,No
11292,2004,$43.98,Swipe Transaction,N/A,No
11293,2004,$1015.75,Swipe Transaction,N/A,No
11294,2004,$43.13,Online Transaction,N/A,No
11295,2004,$162.22,Swipe Transaction,N/A,No
11296,2004,$141.39,Swipe Transaction,N/A,No
11297,2004,$100.83,Swipe Transaction,N/A,No
11298,2004,$159.04,Online Transaction,N/A,No
11299,2004,$70.00,Swipe Transaction,N/A,No
11300,2004,$156.92,Online Transaction,N/A,No
11301,2004,$28.05,Swipe Transaction,N/A,No
11302,2004,$44.81,Swipe Transaction,N/A,No
11303,2004,$177.81,Swipe Transaction,N/A,No
11304,2004,$2.19,Swipe Transaction,N/A,No
11305,2004,$160.67,Swipe Transaction,N/A,No
11306,2004,$173.00,Swipe Transaction,N/A,No
11307,2004,$118.84,Swipe Transaction,N/A,No
11308,2004,$38.11,Swipe Transaction,N/A,No
11309,2004,$162.06,Swipe Transaction,N/A,No
11310,2004,$144.87,Swipe Transaction,N/A,No
11311,2004,$149.75,Swipe Transaction,N/A,No
11312,2004,$98.08,Swipe Transaction,N/A,No
11313,2004,$47.00,Swipe Transaction,N/A,No
11314,2004,$113.66,Swipe Transaction,Insufficient Balance,No
11315,2004,$145.67,Swipe Transaction,N/A,No
11316,2004,$125.32,Swipe Transaction,N/A,No
11317,2004,$30.16,Swipe Transaction,N/A,No
11318,2004,$185.81,Swipe Transaction,N/A,No
11319,2004,$36.32,Swipe Transaction,N/A,No
11320,2004,$133.91,Swipe Transaction,N/A,No
11321,2004,$56.83,Swipe Transaction,N/A,No
11322,2004,$116.08,Swipe Transaction,N/A,No
11323,2004,$116.30,Swipe Transaction,N/A,No
11324,2004,$29.14,Swipe Transaction,N/A,No
11325,2004,$128.74,Swipe Transaction,N/A,No
11326,2004,$31.65,Swipe Transaction,N/A,No
11327,2004,$129.76,Swipe Transaction,N/A,No
11328,2004,$37.68,Swipe Transaction,N/A,No
11329,2004,$140.00,Swipe Transaction,N/A,No
11330,2004,$164.45,Swipe Transaction,N/A,No
11331,2004,$87.58,Swipe Transaction,N/A,No
11332,2004,$47.20,Swipe Transaction,N/A,No
11333,2004,$152.33,Swipe Transaction,N/A,No
11334,2004,$414.91,Online Transaction,N/A,No
11335,2004,$37.26,Swipe Transaction,N/A,No
11336,2004,$81.42,Swipe Transaction,N/A,No
11337,2004,$53.78,Swipe Transaction,N/A,No
11338,2004,$59.64,Swipe Transaction,N/A,No
11339,2004,$135.85,Online Transaction,N/A,No
11340,2004,$88.77,Swipe Transaction,N/A,No
11341,2004,$322.93,Swipe Transaction,N/A,No
11342,2004,$60.82,Swipe Transaction,N/A,No
11343,2004,$135.98,Swipe Transaction,N/A,No
11344,2004,$117.42,Online Transaction,N/A,No
11345,2004,$123.51,Swipe Transaction,N/A,No
11346,2004,$53.44,Swipe Transaction,N/A,No
11347,2004,$59.14,Swipe Transaction,N/A,No
11348,2004,$130.94,Swipe Transaction,N/A,No
11349,2004,$151.43,Swipe Transaction,N/A,No
11350,2004,$63.53,Swipe Transaction,N/A,No
11351,2004,$41.51,Swipe Transaction,N/A,No
11352,2004,$1366.88,Swipe Transaction,N/A,No
11353,2004,$87.12,Swipe Transaction,N/A,No
11354,2004,$150.70,Swipe Transaction,N/A,No
11355,2004,$273.24,Swipe Transaction,N/A,No
11356,2004,$27.00,Swipe Transaction,N/A,No
11357,2004,$124.39,Swipe Transaction,N/A,No
11358,2004,$51.91,Swipe Transaction,N/A,No
11359,2004,$118.99,Swipe Transaction,N/A,No
11360,2004,$139.95,Swipe Transaction,N/A,No
11361,2004,$114.66,Swipe Transaction,N/A,No
11362,2004,$122.08,Swipe Transaction,Insufficient Balance,No
11363,2004,$170.65,Swipe Transaction,N/A,No
11364,2004,$134.59,Swipe Transaction,N/A,No
11365,2004,$169.68,Swipe Transaction,N/A,No
11366,2004,$152.53,Swipe Transaction,N/A,No
11367,2004,$12.74,Swipe Transaction,N/A,No
11368,2004,$75.97,Swipe Transaction,N/A,No
11369,2004,$114.89,Swipe Transaction,N/A,No
11370,2004,$90.81,Swipe Transaction,N/A,No
11371,2004,$26.56,Swipe Transaction,N/A,No
11372,2004,$257.44,Swipe Transaction,N/A,No
11373,2004,$58.53,Swipe Transaction,N/A,No
11374,2004,$129.93,Swipe Transaction,N/A,No
11375,2004,$51.18,Swipe Transaction,N/A,No
11376,2004,$204.50,Swipe Transaction,N/A,No
11377,2004,$38.07,Swipe Transaction,N/A,No
11378,2004,$90.84,Swipe Transaction,N/A,No
11379,2004,$213.00,Swipe Transaction,N/A,No
11380,2004,$192.00,Swipe Transaction,N/A,No
11381,2004,$23.99,Swipe Transaction,N/A,No
11382,2004,$82.07,Swipe Transaction,N/A,No
11383,2004,$149.45,Swipe Transaction,N/A,No
11384,2004,$-192.00,Swipe Transaction,N/A,No
11385,2004,$-213.00,Swipe Transaction,N/A,No
11386,2004,$90.57,Swipe Transaction,N/A,No
11387,2004,$30.34,Swipe Transaction,N/A,No
11388,2004,$53.38,Swipe Transaction,N/A,No
11389,2004,$88.00,Swipe Transaction,N/A,No
11390,2004,$63.10,Swipe Transaction,N/A,No
11391,2004,$-88.00,Swipe Transaction,N/A,No
11392,2004,$45.18,Swipe Transaction,N/A,No
11393,2004,$48.76,Swipe Transaction,N/A,No
11394,2004,$131.98,Swipe Transaction,N/A,No
11395,2004,$95.80,Swipe Transaction,N/A,No
11396,2004,$126.52,Swipe Transaction,N/A,No
11397,2004,$46.20,Swipe Transaction,N/A,No
11398,2004,$145.00,Swipe Transaction,N/A,No
11399,2004,$99.00,Swipe Transaction,N/A,No
11400,2004,$-99.00,Swipe Transaction,N/A,No
11401,2004,$66.99,Swipe Transaction,N/A,No
11402,2004,$51.20,Online Transaction,N/A,No
11403,2004,$79.10,Swipe Transaction,N/A,No
11404,2004,$36.60,Swipe Transaction,N/A,No
11405,2004,$42.47,Swipe Transaction,N/A,No
11406,2004,$13.74,Swipe Transaction,N/A,No
11407,2004,$138.35,Swipe Transaction,N/A,No
11408,2004,$126.67,Swipe Transaction,N/A,No
11409,2004,$118.67,Swipe Transaction,Insufficient Balance,No
11410,2004,$133.76,Swipe Transaction,N/A,No
11411,2004,$169.63,Swipe Transaction,N/A,No
11412,2004,$24.97,Swipe Transaction,N/A,No
11413,2004,$14.08,Swipe Transaction,N/A,No
11414,2004,$23.50,Swipe Transaction,N/A,No
11415,2004,$22.05,Swipe Transaction,N/A,No
11416,2004,$158.61,Swipe Transaction,N/A,No
11417,2004,$178.49,Swipe Transaction,N/A,No
11418,2004,$126.74,Swipe Transaction,N/A,No
11419,2004,$140.01,Swipe Transaction,N/A,No
11420,2004,$96.94,Swipe Transaction,Insufficient Balance,No
11421,2004,$81.00,Swipe Transaction,N/A,No
11422,2004,$-81.00,Swipe Transaction,N/A,No
11423,2004,$54.43,Swipe Transaction,N/A,No
11424,2004,$136.09,Swipe Transaction,N/A,No
11425,2004,$35.60,Swipe Transaction,N/A,No
11426,2004,$40.94,Swipe Transaction,N/A,No
11427,2004,$172.70,Swipe Transaction,N/A,No
11428,2004,$93.35,Swipe Transaction,N/A,No
11429,2004,$97.12,Swipe Transaction,N/A,No
11430,2004,$144.10,Swipe Transaction,N/A,No
11431,2004,$435.00,Swipe Transaction,N/A,No
11432,2004,$120.20,Swipe Transaction,N/A,No
11433,2004,$109.12,Swipe Transaction,N/A,No
11434,2004,$133.35,Swipe Transaction,N/A,No
11435,2004,$125.52,Swipe Transaction,N/A,No
11436,2004,$149.72,Swipe Transaction,N/A,No
11437,2004,$152.23,Swipe Transaction,N/A,No
11438,2004,$-435.00,Swipe Transaction,N/A,No
11439,2004,$156.42,Swipe Transaction,N/A,No
11440,2004,$148.38,Swipe Transaction,N/A,No
11441,2004,$118.12,Swipe Transaction,N/A,No
11442,2004,$136.44,Swipe Transaction,N/A,No
11443,2004,$37.58,Swipe Transaction,N/A,No
11444,2004,$115.16,Swipe Transaction,N/A,No
11445,2004,$124.56,Swipe Transaction,N/A,No
11446,2004,$149.71,Swipe Transaction,N/A,No
11447,2004,$117.95,Swipe Transaction,N/A,No
11448,2004,$23.83,Swipe Transaction,N/A,No
11449,2004,$68.00,Swipe Transaction,N/A,No
11450,2004,$56.39,Swipe Transaction,N/A,No
11451,2004,$-68.00,Swipe Transaction,N/A,No
11452,2004,$145.73,Swipe Transaction,N/A,No
11453,2004,$35.40,Swipe Transaction,N/A,No
11454,2004,$5.97,Online Transaction,N/A,No
11455,2004,$86.08,Swipe Transaction,N/A,No
11456,2004,$39.72,Swipe Transaction,N/A,No
11457,2004,$15.00,Swipe Transaction,N/A,No
11458,2004,$8.39,Swipe Transaction,N/A,No
11459,2004,$40.51,Swipe Transaction,N/A,No
11460,2004,$115.00,Swipe Transaction,N/A,No
11461,2004,$130.17,Swipe Transaction,N/A,No
11462,2004,$4.07,Swipe Transaction,N/A,No
11463,2004,$144.36,Swipe Transaction,N/A,No
11464,2004,$7.37,Online Transaction,N/A,No
11465,2004,$8.87,Online Transaction,Bad Expiration,No
11466,2004,$128.74,Swipe Transaction,N/A,No
11467,2004,$43.16,Swipe Transaction,N/A,No
11468,2004,$196.89,Swipe Transaction,N/A,No
11469,2004,$96.68,Swipe Transaction,N/A,No
11470,2004,$68.78,Swipe Transaction,N/A,No
11471,2004,$231.49,Online Transaction,N/A,No
11472,2004,$34.26,Swipe Transaction,N/A,No
11473,2004,$95.00,Swipe Transaction,N/A,No
11474,2004,$-95.00,Swipe Transaction,N/A,No
11475,2004,$43.11,Swipe Transaction,N/A,No
11476,2004,$175.53,Online Transaction,N/A,No
11477,2004,$140.00,Swipe Transaction,N/A,No
11478,2004,$62.34,Swipe Transaction,N/A,No
11479,2004,$119.57,Swipe Transaction,Insufficient Balance,No
11480,2004,$125.01,Swipe Transaction,N/A,No
11481,2004,$67.01,Swipe Transaction,N/A,No
11482,2004,$147.43,Swipe Transaction,N/A,No
11483,2004,$96.05,Swipe Transaction,N/A,No
11484,2004,$124.54,Swipe Transaction,N/A,No
11485,2004,$121.79,Swipe Transaction,Insufficient Balance,No
11486,2004,$121.47,Swipe Transaction,Insufficient Balance,No
11487,2004,$119.51,Swipe Transaction,N/A,No
11488,2004,$137.98,Swipe Transaction,N/A,No
11489,2004,$149.34,Online Transaction,N/A,No
11490,2004,$37.36,Swipe Transaction,N/A,No
11491,2004,$203.15,Swipe Transaction,N/A,No
11492,2004,$115.74,Swipe Transaction,N/A,No
11493,2004,$53.48,Swipe Transaction,N/A,No
11494,2004,$139.74,Online Transaction,N/A,No
11495,2004,$34.35,Swipe Transaction,N/A,No
11496,2004,$46.75,Swipe Transaction,N/A,No
11497,2004,$130.06,Swipe Transaction,N/A,No
11498,2004,$151.73,Swipe Transaction,N/A,No
11499,2004,$167.25,Swipe Transaction,N/A,No
11500,2004,$101.89,Swipe Transaction,N/A,No
11501,2004,$40.24,Swipe Transaction,N/A,No
11502,2004,$134.14,Swipe Transaction,N/A,No
11503,2004,$118.40,Swipe Transaction,Insufficient Balance,No
11504,2004,$38.01,Swipe Transaction,N/A,No
11505,2004,$32.93,Swipe Transaction,N/A,No
11506,2004,$118.29,Swipe Transaction,N/A,No
11507,2004,$115.79,Swipe Transaction,Insufficient Balance,No
11508,2004,$85.61,Swipe Transaction,N/A,No
11509,2004,$135.22,Swipe Transaction,N/A,No
11510,2004,$51.19,Swipe Transaction,N/A,No
11511,2004,$215.58,Swipe Transaction,N/A,No
11512,2004,$121.71,Swipe Transaction,Insufficient Balance,No
11513,2004,$145.16,Swipe Transaction,N/A,No
11514,2004,$151.72,Swipe Transaction,N/A,No
11515,2004,$56.50,Swipe Transaction,N/A,No
11516,2004,$97.80,Swipe Transaction,N/A,No
11517,2004,$83.66,Swipe Transaction,N/A,No
11518,2004,$37.28,Swipe Transaction,N/A,No
11519,2004,$113.54,Swipe Transaction,N/A,No
11520,2004,$64.44,Swipe Transaction,N/A,No
11521,2004,$78.81,Swipe Transaction,N/A,No
11522,2004,$124.18,Swipe Transaction,N/A,No
11523,2004,$42.35,Swipe Transaction,N/A,No
11524,2004,$41.42,Swipe Transaction,N/A,No
11525,2004,$35.52,Swipe Transaction,N/A,No
11526,2004,$63.21,Swipe Transaction,N/A,No
11527,2004,$94.96,Swipe Transaction,N/A,No
11528,2004,$39.10,Swipe Transaction,N/A,No
11529,2004,$98.34,Swipe Transaction,Insufficient Balance,No
11530,2004,$57.03,Swipe Transaction,N/A,No
11531,2004,$132.84,Swipe Transaction,N/A,No
11532,2004,$135.61,Swipe Transaction,N/A,No
11533,2004,$62.80,Swipe Transaction,N/A,No
11534,2004,$68.00,Swipe Transaction,N/A,No
11535,2004,$-68.00,Swipe Transaction,N/A,No
11536,2004,$142.25,Swipe Transaction,N/A,No
11537,2004,$219.73,Swipe Transaction,N/A,No
11538,2004,$115.03,Swipe Transaction,N/A,No
11539,2004,$17.90,Swipe Transaction,N/A,No
11540,2004,$38.50,Online Transaction,N/A,No
11541,2004,$68.33,Swipe Transaction,N/A,No
11542,2004,$143.48,Swipe Transaction,N/A,No
11543,2004,$343.30,Swipe Transaction,N/A,No
11544,2004,$56.86,Swipe Transaction,N/A,No
11545,2004,$121.10,Swipe Transaction,Insufficient Balance,No
11546,2004,$144.97,Swipe Transaction,N/A,No
11547,2004,$143.72,Swipe Transaction,N/A,No
11548,2004,$68.30,Swipe Transaction,N/A,No
11549,2004,$125.52,Swipe Transaction,N/A,No
11550,2004,$35.28,Swipe Transaction,N/A,No
11551,2004,$109.49,Swipe Transaction,N/A,No
11552,2004,$39.89,Swipe Transaction,N/A,No
11553,2004,$58.67,Swipe Transaction,N/A,No
11554,2004,$121.52,Swipe Transaction,Insufficient Balance,No
11555,2004,$163.90,Swipe Transaction,N/A,No
11556,2004,$-65.00,Swipe Transaction,N/A,No
11557,2004,$65.00,Swipe Transaction,N/A,No
11558,2004,$50.73,Swipe Transaction,N/A,No
11559,2004,$585.85,Swipe Transaction,N/A,No
11560,2004,$142.69,Swipe Transaction,N/A,No
11561,2004,$54.52,Swipe Transaction,N/A,No
11562,2004,$211.54,Swipe Transaction,N/A,No
11563,2004,$108.74,Online Transaction,Insufficient Balance,No
11564,2004,$122.89,Swipe Transaction,N/A,No
11565,2004,$47.60,Swipe Transaction,N/A,No
11566,2004,$139.88,Swipe Transaction,N/A,No
11567,2004,$50.04,Swipe Transaction,N/A,No
11568,2004,$44.24,Swipe Transaction,N/A,No
11569,2004,$135.13,Online Transaction,N/A,No
11570,2004,$64.51,Swipe Transaction,N/A,No
11571,2004,$172.02,Swipe Transaction,N/A,No
11572,2004,$52.53,Swipe Transaction,N/A,No
11573,2004,$21.15,Swipe Transaction,N/A,No
11574,2004,$58.58,Swipe Transaction,N/A,No
11575,2004,$12.07,Swipe Transaction,N/A,No
11576,2004,$134.78,Swipe Transaction,N/A,No
11577,2004,$11.22,Swipe Transaction,N/A,No
11578,2004,$117.95,Swipe Transaction,N/A,No
11579,2004,$30.66,Swipe Transaction,N/A,No
11580,2004,$169.61,Swipe Transaction,N/A,No
11581,2004,$803.91,Swipe Transaction,N/A,No
11582,2004,$58.67,Swipe Transaction,N/A,No
11583,2004,$159.06,Swipe Transaction,N/A,No
11584,2004,$139.41,Swipe Transaction,N/A,No
11585,2004,$10.25,Swipe Transaction,N/A,No
11586,2004,$75.35,Swipe Transaction,N/A,No
11587,2004,$176.45,Swipe Transaction,N/A,No
11588,2004,$63.55,Swipe Transaction,N/A,No
11589,2004,$120.00,Swipe Transaction,N/A,No
11590,2004,$47.67,Swipe Transaction,N/A,No
11591,2004,$117.16,Swipe Transaction,Insufficient Balance,No
11592,2004,$115.14,Swipe Transaction,N/A,No
11593,2004,$76.64,Swipe Transaction,N/A,No
11594,2004,$124.47,Swipe Transaction,N/A,No
11595,2004,$134.43,Swipe Transaction,N/A,No
11596,2004,$169.57,Swipe Transaction,N/A,No
11597,2004,$33.25,Swipe Transaction,N/A,No
11598,2004,$87.02,Swipe Transaction,N/A,No
11599,2004,$173.09,Swipe Transaction,N/A,No
11600,2004,$36.97,Swipe Transaction,N/A,No
11601,2004,$86.53,Swipe Transaction,N/A,No
11602,2004,$138.37,Swipe Transaction,N/A,No
11603,2004,$180.00,Swipe Transaction,N/A,No
11604,2004,$38.53,Swipe Transaction,N/A,No
11605,2004,$27.62,Swipe Transaction,N/A,No
11606,2004,$119.59,Swipe Transaction,N/A,No
11607,2004,$102.17,Swipe Transaction,N/A,No
11608,2004,$151.57,Online Transaction,N/A,No
11609,2004,$161.77,Online Transaction,Bad Expiration,No
11610,2004,$157.51,Swipe Transaction,N/A,No
11611,2004,$94.91,Swipe Transaction,N/A,No
11612,2005,$84.53,Swipe Transaction,Insufficient Balance,No
11613,2005,$128.11,Swipe Transaction,N/A,No
11614,2005,$42.89,Swipe Transaction,N/A,No
11615,2005,$12.33,Swipe Transaction,N/A,No
11616,2005,$92.06,Swipe Transaction,N/A,No
11617,2005,$30.57,Swipe Transaction,N/A,No
11618,2005,$39.10,Swipe Transaction,N/A,No
11619,2005,$12.58,Online Transaction,N/A,No
11620,2005,$64.26,Swipe Transaction,N/A,No
11621,2005,$242.49,Online Transaction,N/A,No
11622,2005,$120.00,Swipe Transaction,N/A,No
11623,2005,$119.56,Swipe Transaction,N/A,No
11624,2005,$121.66,Swipe Transaction,Insufficient Balance,No
11625,2005,$199.85,Online Transaction,N/A,No
11626,2005,$159.58,Swipe Transaction,N/A,No
11627,2005,$127.26,Swipe Transaction,N/A,No
11628,2005,$31.41,Swipe Transaction,N/A,No
11629,2005,$131.21,Swipe Transaction,N/A,No
11630,2005,$79.69,Swipe Transaction,N/A,No
11631,2005,$54.01,Online Transaction,N/A,No
11632,2005,$134.65,Online Transaction,N/A,No
11633,2005,$58.56,Swipe Transaction,N/A,No
11634,2005,$1.59,Swipe Transaction,N/A,No
11635,2005,$10.69,Swipe Transaction,N/A,No
11636,2005,$172.29,Swipe Transaction,N/A,No
11637,2005,$241.94,Online Transaction,N/A,No
11638,2005,$709.79,Swipe Transaction,N/A,No
11639,2005,$42.94,Online Transaction,N/A,No
11640,2005,$41.53,Swipe Transaction,N/A,No
11641,2005,$127.00,Swipe Transaction,N/A,No
11642,2005,$63.59,Swipe Transaction,N/A,No
11643,2005,$20.66,Swipe Transaction,N/A,No
11644,2005,$60.43,Swipe Transaction,N/A,No
11645,2005,$-127.00,Swipe Transaction,N/A,No
11646,2005,$132.61,Swipe Transaction,N/A,No
11647,2005,$76.41,Swipe Transaction,N/A,No
11648,2005,$30.45,Swipe Transaction,N/A,No
11649,2005,$56.68,Swipe Transaction,N/A,No
11650,2005,$95.14,Swipe Transaction,N/A,No
11651,2005,$52.27,Swipe Transaction,N/A,No
11652,2005,$246.00,Online Transaction,N/A,No
11653,2005,$181.46,Swipe Transaction,N/A,No
11654,2005,$90.96,Swipe Transaction,N/A,No
11655,2005,$178.58,Online Transaction,N/A,No
11656,2005,$-246.00,Online Transaction,N/A,No
11657,2005,$94.59,Swipe Transaction,N/A,No
11658,2005,$24.39,Swipe Transaction,N/A,No
11659,2005,$131.85,Swipe Transaction,N/A,No
11660,2005,$147.11,Swipe Transaction,N/A,No
11661,2005,$843.62,Swipe Transaction,N/A,No
11662,2005,$69.79,Swipe Transaction,N/A,No
11663,2005,$86.12,Swipe Transaction,N/A,No
11664,2005,$42.72,Swipe Transaction,N/A,No
11665,2005,$44.05,Swipe Transaction,N/A,No
11666,2005,$70.40,Swipe Transaction,N/A,No
11667,2005,$104.61,Swipe Transaction,N/A,No
11668,2005,$18.17,Swipe Transaction,N/A,No
11669,2005,$160.00,Swipe Transaction,N/A,No
11670,2005,$123.35,Online Transaction,N/A,No
11671,2005,$123.04,Swipe Transaction,N/A,No
11672,2005,$29.07,Swipe Transaction,N/A,No
11673,2005,$102.60,Swipe Transaction,N/A,No
11674,2005,$76.23,Swipe Transaction,N/A,No
11675,2005,$178.56,Swipe Transaction,N/A,No
11676,2005,$10.73,Swipe Transaction,N/A,No
11677,2005,$70.07,Swipe Transaction,N/A,No
11678,2005,$38.90,Swipe Transaction,N/A,No
11679,2005,$116.45,Swipe Transaction,N/A,No
11680,2005,$84.51,Swipe Transaction,N/A,No
11681,2005,$24.29,Swipe Transaction,N/A,No
11682,2005,$146.50,Swipe Transaction,N/A,No
11683,2005,$44.71,Swipe Transaction,N/A,No
11684,2005,$168.86,Swipe Transaction,N/A,No
11685,2005,$104.85,Swipe Transaction,N/A,No
11686,2005,$75.00,Swipe Transaction,N/A,No
11687,2005,$-75.00,Swipe Transaction,N/A,No
11688,2005,$55.45,Swipe Transaction,N/A,No
11689,2005,$162.24,Swipe Transaction,N/A,No
11690,2005,$153.06,Swipe Transaction,N/A,No
11691,2005,$165.25,Swipe Transaction,N/A,No
11692,2005,$121.97,Swipe Transaction,Insufficient Balance,No
11693,2005,$125.04,Swipe Transaction,N/A,No
11694,2005,$156.93,Swipe Transaction,N/A,No
11695,2005,$27.75,Swipe Transaction,N/A,No
11696,2005,$22.43,Swipe Transaction,N/A,No
11697,2005,$39.90,Swipe Transaction,N/A,No
11698,2005,$20.96,Swipe Transaction,N/A,No
11699,2005,$664.83,Swipe Transaction,N/A,No
11700,2005,$28.79,Swipe Transaction,N/A,No
11701,2005,$88.61,Swipe Transaction,N/A,No
11702,2005,$27.68,Swipe Transaction,N/A,No
11703,2005,$154.90,Swipe Transaction,N/A,No
11704,2005,$164.57,Swipe Transaction,N/A,No
11705,2005,$99.48,Swipe Transaction,N/A,No
11706,2005,$43.71,Swipe Transaction,N/A,No
11707,2005,$35.85,Swipe Transaction,N/A,No
11708,2005,$155.00,Swipe Transaction,N/A,No
11709,2005,$73.60,Swipe Transaction,N/A,No
11710,2005,$157.49,Swipe Transaction,N/A,No
11711,2005,$-155.00,Swipe Transaction,N/A,No
11712,2005,$156.85,Swipe Transaction,N/A,No
11713,2005,$165.52,Swipe Transaction,N/A,No
11714,2005,$157.01,Online Transaction,N/A,No
11715,2005,$133.13,Swipe Transaction,N/A,No
11716,2005,$76.43,Swipe Transaction,N/A,No
11717,2005,$123.59,Swipe Transaction,N/A,No
11718,2005,$116.28,Swipe Transaction,Insufficient Balance,No
11719,2005,$55.94,Swipe Transaction,N/A,No
11720,2005,$1243.26,Swipe Transaction,N/A,No
11721,2005,$118.16,Swipe Transaction,N/A,No
11722,2005,$85.20,Swipe Transaction,N/A,No
11723,2005,$56.54,Swipe Transaction,N/A,No
11724,2005,$-85.00,Swipe Transaction,N/A,No
11725,2005,$85.00,Swipe Transaction,N/A,No
11726,2005,$23.63,Swipe Transaction,N/A,No
11727,2005,$121.81,Swipe Transaction,Insufficient Balance,No
11728,2005,$28.14,Swipe Transaction,N/A,No
11729,2005,$1.80,Swipe Transaction,N/A,No
11730,2005,$110.54,Swipe Transaction,N/A,No
11731,2005,$147.14,Swipe Transaction,N/A,No
11732,2005,$136.04,Swipe Transaction,N/A,No
11733,2005,$148.75,Swipe Transaction,N/A,No
11734,2005,$131.62,Swipe Transaction,N/A,No
11735,2005,$38.73,Swipe Transaction,N/A,No
11736,2005,$835.33,Online Transaction,N/A,No
11737,2005,$11.67,Swipe Transaction,N/A,No
11738,2005,$113.69,Swipe Transaction,N/A,No
11739,2005,$92.41,Swipe Transaction,N/A,No
11740,2005,$170.47,Swipe Transaction,N/A,No
11741,2005,$144.27,Swipe Transaction,N/A,No
11742,2005,$156.67,Swipe Transaction,N/A,No
11743,2005,$122.07,Swipe Transaction,Insufficient Balance,No
11744,2005,$51.47,Swipe Transaction,N/A,No
11745,2005,$160.43,Swipe Transaction,N/A,No
11746,2005,$106.46,Online Transaction,N/A,No
11747,2005,$157.92,Swipe Transaction,N/A,No
11748,2005,$122.37,Swipe Transaction,N/A,No
11749,2005,$72.96,Swipe Transaction,N/A,No
11750,2005,$11.31,Swipe Transaction,N/A,No
11751,2005,$32.63,Swipe Transaction,N/A,No
11752,2005,$132.72,Swipe Transaction,N/A,No
11753,2005,$123.68,Swipe Transaction,N/A,No
11754,2005,$79.05,Swipe Transaction,N/A,No
11755,2005,$163.12,Swipe Transaction,N/A,No
11756,2005,$48.52,Swipe Transaction,N/A,No
11757,2005,$56.60,Swipe Transaction,N/A,No
11758,2005,$85.00,Swipe Transaction,N/A,No
11759,2005,$-85.00,Swipe Transaction,N/A,No
11760,2005,$249.49,Swipe Transaction,N/A,No
11761,2005,$126.85,Swipe Transaction,N/A,No
11762,2005,$123.69,Swipe Transaction,N/A,No
11763,2005,$150.58,Swipe Transaction,N/A,No
11764,2005,$148.58,Swipe Transaction,N/A,No
11765,2005,$20.98,Swipe Transaction,Insufficient Balance,No
11766,2005,$10.78,Swipe Transaction,N/A,No
11767,2005,$133.04,Swipe Transaction,N/A,No
11768,2005,$114.21,Swipe Transaction,Insufficient Balance,No
11769,2005,$57.05,Swipe Transaction,N/A,No
11770,2005,$1.59,Swipe Transaction,N/A,No
11771,2005,$80.82,Swipe Transaction,N/A,No
11772,2005,$92.08,Swipe Transaction,N/A,No
11773,2005,$119.68,Swipe Transaction,N/A,No
11774,2005,$130.78,Swipe Transaction,N/A,No
11775,2005,$174.45,Swipe Transaction,N/A,No
11776,2005,$89.34,Swipe Transaction,N/A,No
11777,2005,$22.45,Swipe Transaction,N/A,No
11778,2005,$10.41,Swipe Transaction,N/A,No
11779,2005,$136.73,Swipe Transaction,N/A,No
11780,2005,$38.62,Swipe Transaction,N/A,No
11781,2005,$140.00,Swipe Transaction,N/A,No
11782,2005,$45.39,Swipe Transaction,N/A,No
11783,2005,$43.79,Swipe Transaction,N/A,No
11784,2005,$60.91,Swipe Transaction,N/A,No
11785,2005,$111.74,Swipe Transaction,N/A,No
11786,2005,$148.01,Swipe Transaction,N/A,No
11787,2005,$87.28,Swipe Transaction,N/A,No
11788,2005,$107.91,Online Transaction,N/A,No
11789,2005,$10.27,Swipe Transaction,N/A,No
11790,2005,$41.55,Swipe Transaction,N/A,No
11791,2005,$532.58,Swipe Transaction,N/A,No
11792,2005,$202.15,Online Transaction,N/A,No
11793,2005,$141.23,Swipe Transaction,N/A,No
11794,2005,$73.90,Swipe Transaction,N/A,No
11795,2005,$89.62,Swipe Transaction,N/A,No
11796,2005,$98.20,Swipe Transaction,N/A,No
11797,2005,$19.16,Swipe Transaction,N/A,No
11798,2005,$100.31,Swipe Transaction,N/A,No
11799,2005,$95.85,Swipe Transaction,N/A,No
11800,2005,$87.48,Swipe Transaction,N/A,No
11801,2005,$47.21,Swipe Transaction,N/A,No
11802,2005,$115.86,Swipe Transaction,N/A,No
11803,2005,$38.66,Swipe Transaction,N/A,No
11804,2005,$26.15,Swipe Transaction,N/A,No
11805,2005,$38.09,Swipe Transaction,N/A,No
11806,2005,$122.32,Swipe Transaction,Insufficient Balance,No
11807,2005,$42.01,Swipe Transaction,N/A,No
11808,2005,$7.63,Swipe Transaction,N/A,No
11809,2005,$89.62,Swipe Transaction,N/A,No
11810,2005,$50.32,Swipe Transaction,N/A,No
11811,2005,$226.00,Swipe Transaction,N/A,No
11812,2005,$266.00,Swipe Transaction,N/A,No
11813,2005,$47.84,Swipe Transaction,N/A,No
11814,2005,$114.25,Swipe Transaction,N/A,No
11815,2005,$63.24,Swipe Transaction,N/A,No
11816,2005,$-266.00,Swipe Transaction,N/A,No
11817,2005,$189.80,Swipe Transaction,N/A,No
11818,2005,$114.96,Swipe Transaction,Insufficient Balance,No
11819,2005,$121.71,Swipe Transaction,Insufficient Balance,No
11820,2005,$-226.00,Swipe Transaction,N/A,No
11821,2005,$134.32,Swipe Transaction,N/A,No
11822,2005,$1.29,Swipe Transaction,N/A,No
11823,2005,$34.12,Swipe Transaction,N/A,No
